6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.01968000    0.00000000    0.00000000
H     2.60589800    0.00000000    0.75853100
H     2.60589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.06968000    0.00000000    0.00000000
H     2.65589800    0.00000000    0.75853100
H     2.65589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.11968000    0.00000000    0.00000000
H     2.70589800    0.00000000    0.75853100
H     2.70589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.16968000    0.00000000    0.00000000
H     2.75589800    0.00000000    0.75853100
H     2.75589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.21968000    0.00000000    0.00000000
H     2.80589800    0.00000000    0.75853100
H     2.80589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.26968000    0.00000000    0.00000000
H     2.85589800    0.00000000    0.75853100
H     2.85589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.31968000    0.00000000    0.00000000
H     2.90589800    0.00000000    0.75853100
H     2.90589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.36968000    0.00000000    0.00000000
H     2.95589800    0.00000000    0.75853100
H     2.95589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.41968000    0.00000000    0.00000000
H     3.00589800    0.00000000    0.75853100
H     3.00589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.46968000    0.00000000    0.00000000
H     3.05589800    0.00000000    0.75853100
H     3.05589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.51968000    0.00000000    0.00000000
H     3.10589800    0.00000000    0.75853100
H     3.10589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.56968000    0.00000000    0.00000000
H     3.15589800    0.00000000    0.75853100
H     3.15589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.61968000    0.00000000    0.00000000
H     3.20589800    0.00000000    0.75853100
H     3.20589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.66968000    0.00000000    0.00000000
H     3.25589800    0.00000000    0.75853100
H     3.25589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.71968000    0.00000000    0.00000000
H     3.30589800    0.00000000    0.75853100
H     3.30589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
O     0.00351000    1.16210700    0.00000000
O     0.00351000   -1.16210700    0.00000000
O     2.76968000    0.00000000    0.00000000
H     3.35589800    0.00000000    0.75853100
H     3.35589800    0.00000000   -0.75853100
C     0.01968000    0.00000000    0.00000000
6 
      0.00000000
